proto_sched,num_repeaters,fidelity,sem,rate,success_fraction
1,1,0.7999345930232559,0.005148829556592891,5.330220343875671,0.15288888888888888
1,4,0.5763083604777416,0.008702029725910458,4.736502847672687,0.10233333333333333
1,8,0.4347101449275362,0.009527602071094184,2.39658822287083,0.046
3,1,0.7928348214285714,0.005923206633445151,5.196714472653393,0.14933333333333335
3,4,0.4988169642857142,0.01351615762397979,3.2329966238666525,0.09955555555555555
3,8,0.3367361111111111,0.014239451812822043,1.4014254684358243,0.048
