,num_repeaters,distance,ms_depolar_prob,fidelity,sem,rate,mean_retries,num_success
0,1,50,0.1,0.7177092511013214,0.005922652350491823,5.2536171834153595,42.33920704845815,227
1,1,50,0.09,0.7344285714285715,0.0053802047741038465,4.879447087776799,41.680952380952384,210
2,1,50,0.08,0.7454077253218885,0.005309336137881301,5.383039519344952,41.5450643776824,233
3,1,50,0.07,0.7513215859030836,0.0058636930916838815,5.253363502142522,41.52654867256637,227
4,1,50,0.06,0.7600413223140496,0.003920311210469085,5.59756637706105,42.06198347107438,242
5,1,50,0.05,0.7578600823045268,0.00583471848937914,5.631647021899169,40.603305785123965,243
6,4,50,0.1,0.4452447552447552,0.006193910258755095,4.416794862464517,37.95,143
7,4,50,0.09,0.46285714285714286,0.006109213342854007,4.3484567819964575,36.731884057971016,140
8,4,50,0.08,0.4700645161290323,0.005852464874592459,4.770706825922707,37.52597402597402,155
9,4,50,0.07,0.48709459459459464,0.006197472174869183,4.584637318673622,36.45578231292517,148
10,4,50,0.06,0.5031168831168831,0.006118535130287911,4.770499663761092,37.651315789473685,154
11,4,50,0.05,0.5107926829268293,0.007305977465024482,5.090308750504578,36.21875,164
12,8,50,0.1,0.32089552238805974,0.003358697910335062,2.333491974991793,35.40298507462686,67
13,8,50,0.09,0.3212307692307692,0.005007999953426804,2.2704676942806916,36.46875,65
14,8,50,0.08,0.3381818181818182,0.004273232008055675,2.6760030288534793,35.63157894736842,77
15,8,50,0.07,0.3445070422535212,0.005140487058911855,2.4950395665443814,35.41428571428571,71
16,8,50,0.06,0.35946666666666666,0.005943522970009431,2.5879779584445517,36.6986301369863,75
17,8,50,0.05,0.3712857142857143,0.006683895151671382,2.4202483741478122,36.13235294117647,70
