,num_repeaters,distance,fidelity,sem,rate
0,1,20,1.0,0,117.75788977861518
1,1,50,1.0,0,101.8122581958868
2,1,100,1.0,0,95.03896597605018
3,3,20,1.0,0,119.51715071112706
4,3,50,1.0,0,107.70639237438743
5,3,100,1.0,0,90.97525473071325
6,5,20,1.0,0,118.22194199243373
7,5,50,1.0,0,97.88247577408715
8,5,100,1.0,0,87.08020086499663
