,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.8237800687285224,0.0016751206754830987,19.181002660383623,37.175257731958766,582
1,1,50,0.8010612244897959,0.004574034495893279,5.686398125818893,40.522448979591836,245
2,1,80,0.7333898305084746,0.021080084094945245,1.091454246238001,40.40677966101695,59
3,2,20,0.7306249999999999,0.0034007723370366805,16.82868709156983,36.72025052192067,480
4,2,50,0.6817647058823528,0.00975302012814629,5.573788170051997,39.245,204
5,2,80,0.639855072463768,0.020305665715285335,1.5678384971836066,39.9264705882353,69
6,3,20,0.6817811704834607,0.0027550625680591015,13.751555218228416,34.844783715012724,393
7,3,50,0.6489637305699482,0.006754350796675687,5.539270872519758,38.296875,193
8,3,80,0.6184615384615384,0.015237315374658012,1.626575643493653,37.38461538461539,65
9,4,20,0.6081188118811881,0.004202084113530822,10.965056716484455,35.62376237623762,303
10,4,50,0.5812857142857143,0.008732570614630513,4.343867838565673,36.34057971014493,140
11,4,80,0.5135211267605634,0.016561943737645052,1.944171499803995,38.544117647058826,71
12,5,20,0.5713438735177865,0.0037302187106256026,9.189172481601604,35.11857707509881,253
13,5,50,0.5321052631578949,0.008891251101041242,4.189280908986613,37.778625954198475,133
14,5,80,0.5349152542372881,0.0117631071699578,1.6700753502145365,41.016949152542374,59
15,6,20,0.5107339449541285,0.0049190700653221255,8.134970786737725,34.31651376146789,218
16,6,50,0.4912280701754387,0.010035855920243345,3.7656440567900478,35.76146788990825,114
17,6,80,0.48203703703703704,0.012634582928177368,1.6073047288571778,37.39622641509434,54
18,7,20,0.4888622754491019,0.0037384123331276413,6.285061431006633,35.119760479041915,167
19,7,50,0.47617283950617284,0.00802300349188282,2.7292603001738804,37.333333333333336,81
20,7,80,0.4448387096774194,0.019421667064908294,0.953656823623377,36.689655172413794,31
21,8,20,0.42985507246376814,0.007336966344904956,5.309008465342023,34.69924812030075,138
22,8,50,0.43925925925925935,0.007772567104085139,2.8400358541479367,35.0375,81
23,8,80,0.4181818181818183,0.013303356121943968,0.710877089416032,38.36363636363637,22
