,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.8248205128205128,0.001470284578260535,19.363359388609,35.919658119658116,585
1,1,50,0.7971806167400881,0.00603398254686456,5.257720533386838,39.9647577092511,227
2,1,80,0.7678205128205129,0.015198408414420328,1.4441440357416035,41.688311688311686,78
3,2,20,0.7321894736842105,0.0033141879314099168,16.495135489045524,37.50736842105263,475
4,2,50,0.6946305418719212,0.008302067261415916,5.53398706561818,37.47029702970297,203
5,2,80,0.6501369863013698,0.0198534785134137,1.6489310578536005,42.885714285714286,73
6,3,20,0.6815803814713896,0.0026766585922941262,12.869890787053622,35.66212534059945,367
7,3,50,0.6335751295336788,0.00825420825120101,5.515118034232914,39.192708333333336,193
8,3,80,0.6394318181818183,0.011406662138147896,2.179944834514192,36.3448275862069,88
9,4,20,0.6119626168224299,0.003883992010258846,11.677338759961206,34.93457943925234,321
10,4,50,0.5930921052631579,0.007494282526996612,4.719233473535442,37.21333333333333,152
11,4,80,0.5458730158730158,0.01712814191948943,1.7239471362282737,39.34426229508197,63
12,5,20,0.5748,0.0033761953300405242,9.075770540632197,35.65863453815261,250
13,5,50,0.5483035714285714,0.006918436994492208,3.5459027873572246,37.410714285714285,112
14,5,80,0.5341818181818182,0.014081848594129961,1.5643205372799278,37.84615384615385,55
15,6,20,0.521830985915493,0.004681722661785072,7.944176384436234,34.929245283018865,213
16,6,50,0.49280898876404494,0.009696710247773993,2.954856996743217,37.69318181818182,89
17,6,80,0.4544186046511628,0.01710181867079548,1.293955941256101,35.926829268292686,43
18,7,20,0.4945454545454547,0.004567961288895935,6.207649209731117,35.00606060606061,165
19,7,50,0.46435294117647063,0.00893872607531982,2.8666108330972855,35.666666666666664,85
20,7,80,0.46380952380952384,0.01275027398132322,1.2903733036141918,41.095238095238095,42
21,8,20,0.446640625,0.005214786928133963,4.925012768800305,35.36220472440945,128
22,8,50,0.44273972602739725,0.007506165939678662,2.534894853255916,36.013888888888886,73
23,8,80,0.3982758620689656,0.019175652320909176,0.9279560618992161,36.65384615384615,29
