,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.8218302828618967,0.0018387246586498477,19.787902820358077,38.016638935108155,601
1,1,50,0.8009954751131221,0.004871141393277788,5.149005521423077,40.52036199095023,221
2,1,80,0.7569999999999999,0.015533248873060937,1.480598304592796,40.51898734177215,80
3,2,20,0.7293474088291746,0.0035576067220569564,18.254499182208097,36.91538461538462,521
4,2,50,0.6923478260869563,0.008390898600856019,6.269288496744651,39.08849557522124,230
5,2,80,0.6476543209876543,0.019152383754390195,1.8356070789227261,45.896103896103895,81
6,3,20,0.6732390745501285,0.003720754243754218,13.64611461681248,36.310077519379846,389
7,3,50,0.6635582822085889,0.005302339654039594,4.689566832066144,37.25153374233129,163
8,3,80,0.646027397260274,0.013549894634417938,1.80997359917961,38.19718309859155,73
9,4,20,0.612120253164557,0.004416851302348413,11.509847813040587,35.904761904761905,316
10,4,50,0.5860571428571428,0.00780599775434753,5.370953290729761,37.1849710982659,175
11,4,80,0.5415873015873015,0.016855942724942546,1.717340149774414,37.63934426229508,63
12,5,20,0.5704489795918368,0.003610064906062758,8.892990715318271,36.19591836734694,245
13,5,50,0.555625,0.007716495701860002,4.044362501692797,35.62992125984252,128
14,5,80,0.4932,0.016651635020708593,1.4142444587548677,38.91836734693877,50
15,6,20,0.51,0.005458137856938979,7.489872809226939,34.79187817258883,200
16,6,50,0.5116666666666667,0.007831382646027061,3.1678871132478394,37.291666666666664,96
17,6,80,0.42971428571428577,0.024494541368387406,1.054643158409685,38.6875,35
18,7,20,0.4926027397260275,0.004563840651295108,5.454421681456932,35.42465753424658,146
19,7,50,0.47,0.008449712849800893,2.5658477533915494,36.21052631578947,76
20,7,80,0.44805555555555554,0.016828033509437033,1.107342677019071,37.02857142857143,36
21,8,20,0.458359375,0.0043794616472335145,4.888427778319978,34.1484375,128
22,8,50,0.43833333333333324,0.00746930152428823,2.516314315628907,34.77777777777778,72
23,8,80,0.39441176470588235,0.017357263676640394,1.0918361123167493,38.484848484848484,34
