,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.8244704049844236,0.0014884582778529967,21.400909895352367,37.37694704049844,642
1,1,50,0.7994238683127571,0.004713344994754378,5.591020025751022,41.074074074074076,243
2,1,80,0.7374999999999999,0.019941853836726194,1.2526034810734952,47.46969696969697,68
3,2,20,0.7291975308641975,0.003566832590801993,17.058330857066753,35.94855967078189,486
4,2,50,0.691201923076923,0.008665845897935983,5.7067683795699855,40.02439024390244,208
5,2,80,0.6501351351351351,0.018213950689984923,1.6852569486218105,43.23287671232877,74
6,3,20,0.6789620253164557,0.002748856056460823,13.836050100880366,35.54683544303798,395
7,3,50,0.6444252873563218,0.007284295683804547,5.061999134481793,37.00574712643678,174
8,3,80,0.5982758620689654,0.022130185198929026,1.4333094695544055,40.84905660377358,58
9,4,20,0.6090577507598784,0.0038026982269822374,11.851516705955591,35.659574468085104,329
10,4,50,0.5778321678321678,0.008625589841396678,4.405093202646228,37.92198581560284,143
11,4,80,0.5762295081967213,0.014758148050750484,1.6625562914986682,35.152542372881356,61
12,5,20,0.5703212851405622,0.003610013809032981,9.047446992133466,36.08032128514056,249
13,5,50,0.5578151260504202,0.005665842727932754,3.7730679857740927,35.78991596638655,119
14,5,80,0.5044,0.015400958261831306,1.4204571415554492,37.83673469387755,50
15,6,20,0.5202202643171806,0.004476164737839196,8.360354249938,34.33777777777778,227
16,6,50,0.49659259259259253,0.007712365535163714,4.521027898176024,36.27272727272727,135
17,6,80,0.4391489361702128,0.016163065571711297,1.4100527279148505,39.391304347826086,47
18,7,20,0.49439490445859874,0.003979260152936973,5.846961122840914,34.34394904458599,157
19,7,50,0.46971830985915486,0.009431458258125521,2.3788476153522686,37.605633802816904,71
20,7,80,0.458421052631579,0.013430647546887884,1.1722280933454783,39.31578947368421,38
21,8,20,0.44839285714285715,0.005364448020104807,4.2636174898610735,35.5625,112
22,8,50,0.4086666666666667,0.01277987754213746,2.076239135802421,34.54545454545455,60
23,8,80,0.43888888888888894,0.012517223902881805,0.8664292179957959,37.51851851851852,27
