,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.8236332767402377,0.0014346859821034558,19.320531354630997,38.40577249575552,589
1,1,50,0.7985537190082644,0.0061473066010796565,5.628070943392438,41.7625,242
2,1,80,0.7298461538461538,0.01977278309160097,1.1956313323394545,45.92063492063492,65
3,2,20,0.7318259023354563,0.003445465071101641,16.5102841104994,36.05957446808511,471
4,2,50,0.6948214285714285,0.007814217539543547,6.087860174697773,38.60986547085202,224
5,2,80,0.6230487804878049,0.019740813712681108,1.8617340663337911,41.54430379746835,82
6,3,20,0.6814893617021277,0.002654822632145856,13.175552875523895,34.39627659574468,376
7,3,50,0.65,0.00701225367368324,4.6094460795213585,38.660493827160494,162
8,3,80,0.6131818181818182,0.018731443056666287,1.6314580106646157,41.442622950819676,66
9,4,20,0.6076802507836991,0.004169171989725405,11.552023187481675,34.85220125786164,319
10,4,50,0.5872972972972974,0.007151450742568982,4.591626836501426,36.97278911564626,148
11,4,80,0.5444444444444445,0.015923072327665672,1.9549921171731077,38.48571428571429,72
12,5,20,0.578955223880597,0.002774897534278522,9.731373454488436,34.757462686567166,268
13,5,50,0.5322857142857143,0.00984806766953955,3.3069275040901758,37.89423076923077,105
14,5,80,0.5109259259259259,0.017457685420636568,1.5270850017365953,39.96078431372549,54
15,6,20,0.5194713656387666,0.005020976914501826,8.424091230946383,35.37219730941704,227
16,6,50,0.507904761904762,0.007662204544647845,3.4991839361520367,36.96190476190476,105
17,6,80,0.46734693877551026,0.018270411166916373,1.47364769698725,40.666666666666664,49
18,7,20,0.49678362573099427,0.0037525766292313997,6.417648081863857,33.36257309941521,171
19,7,50,0.4781111111111111,0.007965527307876231,3.0357069880087026,36.03370786516854,90
20,7,80,0.41655172413793096,0.019667318436183367,0.8959778519218327,39.25925925925926,29
21,8,20,0.44760683760683756,0.00563462943586878,4.487496712284252,33.8034188034188,117
22,8,50,0.44465753424657534,0.007533319540000543,2.536601450489009,34.111111111111114,73
23,8,80,0.39965517241379317,0.01856299695204683,0.9304666248415195,36.42307692307692,29
