,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.825324459234609,0.001465791041133867,19.90048169761633,37.1630615640599,601
1,1,50,0.7854621848739496,0.0066834752134950865,5.524470447445968,42.680672268907564,238
2,1,80,0.7767272727272727,0.013211107726515887,1.0180412457004437,40.63636363636363,55
3,2,20,0.7293621399176953,0.003612727212085194,17.103408999749103,35.83539094650206,486
4,2,50,0.6899547511312216,0.008690012131592149,6.019350086050062,38.59090909090909,221
5,2,80,0.6891780821917809,0.014648542068888744,1.6579861125568407,41.56944444444444,73
6,3,20,0.6753385416666667,0.003317976570941962,13.34917203324821,36.472584856396864,384
7,3,50,0.6400526315789473,0.006962846395965907,5.455604964353581,39.15425531914894,190
8,3,80,0.6329687500000001,0.013669047161945452,1.6060615573783132,41.09375,64
9,4,20,0.609235668789809,0.0041628099920912294,11.4063370629997,35.06687898089172,314
10,4,50,0.5643548387096774,0.008785588694823005,5.7263672055752854,37.16393442622951,186
11,4,80,0.5345614035087719,0.017619410424663855,1.5640135947354306,39.035714285714285,57
12,5,20,0.5736470588235294,0.0035970047714412954,9.244387063452315,35.090196078431376,255
13,5,50,0.5447368421052631,0.007650508139775378,4.179190113255231,36.954887218045116,133
14,5,80,0.5070689655172413,0.017126189635301645,1.6516663718980618,37.333333333333336,58
15,6,20,0.5193548387096774,0.005177291711664284,6.97052168254215,34.65760869565217,186
16,6,50,0.49796116504854376,0.007707413394415255,3.435497373578404,34.04854368932039,103
17,6,80,0.4541071428571429,0.017695385512853715,1.6847808110482314,38.42307692307692,56
18,7,20,0.48514970059880247,0.005214016314923461,6.203496427564984,34.624242424242425,167
19,7,50,0.4837078651685393,0.006323536768642299,2.989382517324796,34.95505617977528,89
20,7,80,0.45966666666666656,0.014519484653416913,0.9256821201119755,38.666666666666664,30
21,8,20,0.4461607142857143,0.005899937723751097,4.290281410665459,33.151785714285715,112
22,8,50,0.4374698795180723,0.008336621568065073,2.8728107129673353,36.5,83
23,8,80,0.43999999999999995,0.018625406811533934,0.5148997708800529,31.9375,16
