,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.825337726523888,0.001426811458391518,20.01732273386964,38.518945634266885,607
1,1,50,0.8059493670886075,0.0038507985494560812,5.48487901302867,41.56962025316456,237
2,1,80,0.7428571428571429,0.019887727231690334,1.2924885770782775,41.86764705882353,70
3,2,20,0.7318237704918032,0.003400755508480212,17.137874516552717,35.84599589322382,488
4,2,50,0.7031018518518519,0.007778947339573714,5.910760217898237,38.288372093023256,216
5,2,80,0.6413924050632912,0.01878102437732897,1.8089379716772132,38.62337662337662,79
6,3,20,0.6745499999999999,0.003169059464932577,13.97495349441179,36.08,400
7,3,50,0.6547150259067358,0.006453647719171151,5.535234987332723,38.385416666666664,193
8,3,80,0.615,0.01569390984709177,1.7279016924648962,43.65217391304348,70
9,4,20,0.6074785100286534,0.0038408183384636752,12.644675788067207,34.163323782234954,349
10,4,50,0.5845714285714285,0.00869984896279665,4.334335232982169,36.82142857142857,140
11,4,80,0.5328813559322033,0.021003123817859074,1.612186071849066,39.77358490566038,59
12,5,20,0.5745967741935484,0.0031237790391479858,8.992414816516773,34.556451612903224,248
13,5,50,0.5417647058823529,0.01014198513539575,3.220063445036091,36.313131313131315,102
14,5,80,0.5285714285714286,0.01276807767741959,1.3916279266326415,37.89795918367347,49
15,6,20,0.5218279569892473,0.0040621045843886846,7.003175224585405,34.01075268817204,186
16,6,50,0.5027272727272728,0.008381544193138999,3.28864197024679,37.02061855670103,99
17,6,80,0.45232142857142854,0.015940995608828994,1.6803998199299688,36.945454545454545,56
18,7,20,0.49144999999999994,0.0035806241742690273,7.472185687774598,34.125,200
19,7,50,0.48481012658227834,0.006789088521433603,2.6672657548129157,35.9746835443038,79
20,7,80,0.48097560975609754,0.009384238526000113,1.2627121233175753,37.5609756097561,41
21,8,20,0.4529850746268657,0.005228732643975273,5.1650645305319545,33.78947368421053,134
22,8,50,0.4301282051282051,0.00945444933076575,2.720768631556172,35.276315789473685,78
23,8,80,0.39999999999999997,0.019160657768292507,0.8347182283769965,35.125,26
