,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.824095394736842,0.0015427743127055052,20.03614084813838,38.94078947368421,608
1,1,50,0.7770689655172415,0.006403767571666733,5.374903438889583,42.71120689655172,232
2,1,80,0.75078125,0.01569282838287546,1.183462436449226,43.421875,64
3,2,20,0.7316771488469599,0.003464947872310812,16.694049204338853,36.75471698113208,477
4,2,50,0.7037554585152839,0.006980260059942105,6.285370275073953,38.30701754385965,229
5,2,80,0.6476056338028171,0.020193900171673308,1.6178798664192862,40.52173913043478,71
6,3,20,0.677475,0.0029166974014038336,13.95829743161086,35.8625,400
7,3,50,0.650225988700565,0.006567273159396251,5.087055214171597,38.36363636363637,177
8,3,80,0.5916901408450705,0.01785366229557099,1.7660409405351947,40.14492753623188,71
9,4,20,0.6143234323432343,0.003635230149596762,10.99716862831536,34.382838283828384,303
10,4,50,0.5827333333333333,0.008846040056099165,4.632297740196076,36.16216216216216,150
11,4,80,0.5725,0.013849643093985675,1.5346214434188923,36.535714285714285,56
12,5,20,0.5695849056603773,0.0035885218661841794,9.622080416088314,34.48301886792453,265
13,5,50,0.5447154471544715,0.00882184974418314,3.905361992560577,36.553719008264466,123
14,5,80,0.5187499999999999,0.014447637944893985,1.5854825815912421,37.43636363636364,56
15,6,20,0.5156593406593407,0.005187636457088228,6.814943285549466,35.36813186813187,182
16,6,50,0.4930208333333333,0.009504902627196936,3.179293082480549,36.65263157894737,96
17,6,80,0.463953488372093,0.018370743275226684,1.286725936882862,37.26829268292683,43
18,7,20,0.49209876543209874,0.004412197264100869,6.086718206955023,33.23125,162
19,7,50,0.47125000000000006,0.008153503312340386,2.6933877780349933,37.6625,80
20,7,80,0.47179487179487184,0.010458221634863218,1.2012588730967404,35.8974358974359,39
21,8,20,0.4405109489051095,0.006419907250799055,5.20442691338986,34.7593984962406,137
22,8,50,0.4392957746478872,0.008708560691795564,2.452297133741249,37.54929577464789,71
23,8,80,0.44457142857142856,0.01337022357724075,1.130352477346733,34.878787878787875,35
