,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.8241021416803954,0.0016688407548741358,20.16532543720756,36.59637561779242,607
1,1,50,0.785734597156398,0.006497836887084958,4.806204167234139,41.76777251184834,211
2,1,80,0.7697014925373133,0.015933334803924618,1.2371601015719549,44.36363636363637,67
3,2,20,0.7331906614785991,0.0031324905625270505,18.03837798273418,35.56225680933852,514
4,2,50,0.6935784313725489,0.009175524754153935,5.578070559338546,39.78391959798995,204
5,2,80,0.6636470588235293,0.01479712710860743,1.9360131703558836,42.397590361445786,85
6,3,20,0.6824324324324325,0.0025043197651181044,14.343651637670977,34.76904176904177,407
7,3,50,0.6490449438202247,0.007142639412233081,5.130419866608445,38.12921348314607,178
8,3,80,0.6283076923076922,0.016466056868328846,1.614817826749101,38.38095238095238,65
9,4,20,0.6095398773006135,0.0042702098337320795,11.846449806137938,35.68,326
10,4,50,0.5944137931034482,0.006794301194683605,4.476716596979111,38.42068965517242,145
11,4,80,0.5244642857142857,0.02022106339258787,1.5300752966447146,40.264150943396224,56
12,5,20,0.5672118959107808,0.00440815135174783,9.768207368874117,35.44402985074627,269
13,5,50,0.5518571428571428,0.007285722844326366,4.420605789765596,38.884892086330936,140
14,5,80,0.5085999999999999,0.017168338141303596,1.4241307042097122,38.89795918367347,50
15,6,20,0.5166666666666667,0.004663612048148742,8.688852179577676,33.73706896551724,234
16,6,50,0.49763636363636365,0.007780258694758668,3.6586636317945316,37.71559633027523,110
17,6,80,0.4758823529411765,0.01570763398363268,1.5288401890720016,36.59183673469388,51
18,7,20,0.49979591836734694,0.0036707546602534865,5.471847010954363,34.17687074829932,147
19,7,50,0.4781944444444444,0.0077359645735246485,2.4450639004874857,37.09722222222222,72
20,7,80,0.4676315789473685,0.012385497431466039,1.1658602761406038,39.6578947368421,38
21,8,20,0.46287037037037043,0.004860313569028942,4.150171824051283,33.66355140186916,108
22,8,50,0.4251898734177214,0.009678815794817124,2.7369827641744044,35.328947368421055,79
23,8,80,0.4280555555555555,0.011628661545939506,1.1519408567967389,37.22222222222222,36
