,num_repeaters,distance,fidelity,sem,rate,mean_retries,num_success
0,1,20,0.8241750841750841,0.0013383894341707247,19.641721605826806,37.49326599326599,594
1,1,50,0.8003030303030303,0.004683149526532433,5.352802921967673,40.27272727272727,231
2,1,80,0.7238157894736843,0.02040620929636007,1.402597640358319,47.52054794520548,76
3,2,20,0.7309054325955734,0.00275867247533633,17.353182200306,37.438631790744466,497
4,2,50,0.6904035874439461,0.008891585081344789,6.079047517751629,38.11764705882353,223
5,2,80,0.6503703703703704,0.019093070201035428,1.8485046806648548,40.379746835443036,81
6,3,20,0.6766253101736973,0.003061481857500049,14.08035811486698,35.04488778054863,403
7,3,50,0.6419021739130435,0.00807003076663618,5.274589399865874,35.84153005464481,184
8,3,80,0.6282857142857142,0.015040365762703527,1.7404631322667428,40.04347826086956,70
9,4,20,0.6131378299120236,0.003451484708988647,12.347636591746685,35.01759530791789,341
10,4,50,0.5874418604651163,0.007320505439481988,5.289911728519325,37.63953488372093,172
11,4,80,0.5355223880597015,0.018299832281565818,1.8208396016416064,38.77049180327869,67
12,5,20,0.5719540229885056,0.0036803744780132762,9.36513577156337,36.41153846153846,261
13,5,50,0.5358333333333334,0.009586203006971496,3.8017222982126184,37.39655172413793,120
14,5,80,0.5275609756097561,0.011879019735028896,1.1692337971003448,36.829268292682926,41
15,6,20,0.5150210970464135,0.004621865305743166,8.805671980135875,35.597457627118644,237
16,6,50,0.4956043956043956,0.009893470022280306,3.0560240133059398,36.52808988764045,91
17,6,80,0.43999999999999995,0.01742125510831614,1.7647567538985158,38.54716981132076,59
18,7,20,0.4954375000000001,0.004116225140917692,5.9789670728544095,33.63522012578616,160
19,7,50,0.4763235294117647,0.007653833049527425,2.2912739777833626,36.294117647058826,68
20,7,80,0.4292307692307693,0.01827516808332064,1.2084529330550922,39.30555555555556,39
21,8,20,0.45438848920863306,0.004846842421079318,5.3240463013185595,34.2463768115942,139
22,8,50,0.4359016393442623,0.009387687427293229,2.1294630447225007,36.11666666666667,61
23,8,80,0.40093749999999995,0.018002986314167427,1.0265753700873594,37.16129032258065,32
